"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2046370860638839188","Tue Apr 21 02:55:48 +0000 2026","2","@tanyarlfes beberapa sub buzzer yg terlahir di tahun ini: buzzer si paling penyeponk militer buzzer cpns buzzer jujutsu kaisen buzzer ikan sapu-sapu buzzer hrd kontol","2046422622733472234","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/2046422622733472234","2000094215469228033",
"2046163148856553661","Mon Apr 20 15:36:38 +0000 2026","4","@pennoooo Beneran papa waktu itu jg kaget. Padahal ikan sapu²nya jg gk kecil amat. ada 5 ikan koki d akuarium kyknya dikeroyok deh sapu²nya. Pantesan sebelum²nya kalo dikasih ikan hias kecil lain kok pada ngilang. kirain kesedot filter apa gmn. pas baca² ikan koki tuh kanibal juga.","2046251705554391457","","pennoooo","in","","0","1","0","https://x.com/undefined/status/2046251705554391457","1689298587510042624",
"2046163148856553661","Mon Apr 20 15:55:09 +0000 2026","3","@pennoooo Penyesalan gua adalah naro ikan sapu sapu di aquarium bukanya nya bersih ikan ikan kecil malah dimakansekarang kapok gak mau beli sapu sapu lagi dan tp sekarang ikan sapu sapunya mati gara gara gak ada yang mau di makan lagi soalnya makan lumut di aquarium dia gak mau","2046256365065429477","","pennoooo","in","","0","2","0","https://x.com/undefined/status/2046256365065429477","1849838914980515840",
"2046244864984322489","Tue Apr 21 04:17:46 +0000 2026","1","@TaliUdeng @Asman_April44 Apakah ikan sapu-sapu pengoleksi sapu lidi atau sapu ijuk?","2046443250261868660","","TaliUdeng","in","","0","1","0","https://x.com/undefined/status/2046443250261868660","257090687",
"128838576841555968","Tue Oct 25 14:21:25 +0000 2011","0","Hahah iya ama wiper jg RT @Gingsullll: @AryyaSanggra Looh! ngresiki kocomoto nganggo iwak sapu sapu mas?! *eh ikan pembersih kaca apaan si","128838576841555968","","","in","","0","0","0","https://x.com/undefined/status/128838576841555968","81295837",
"2046163148856553661","Mon Apr 20 22:54:25 +0000 2026","1","@pennoooo Ikan sapu sapunya pakai jutsu teleportasi Minato Jd ga ada yang tau di sudah ada di kolam selama berbulan bulan ","2046361876360253909","","pennoooo","in","","0","1","0","https://x.com/undefined/status/2046361876360253909","1615840679795789825",
"309133773512011776","Tue Apr 30 13:24:20 +0000 2013","0","@nichahoho kamu ikan sapu-sapu/pembersih kaca :D","329224702126092288","","anisadwrn","in","","0","1","0","https://x.com/undefined/status/329224702126092288","483919146",
"2046450874629898582","Tue Apr 21 08:00:28 +0000 2026","13","@ApollyonAstra @catchmeupco iya tapi melihat lingkungan ikan sapu sapu yg hidup di indonesia kayanya ga masuk ke standar mutu sana ","2046499292924592626","","ApollyonAstra","in","","0","3","0","https://x.com/undefined/status/2046499292924592626","1258762124802658310",
"2047966348089884795","Sat Apr 25 09:10:01 +0000 2026","1","anyone else super hyperfixated on ikan sapu sapu rn","2047966348089884795","","","tl","","0","1","0","https://x.com/undefined/status/2047966348089884795","3160998848",
"2046038641164562839","Mon Apr 20 08:51:04 +0000 2026","2","@kumparan Harusnya setelah dikumpulkan ikan sapu-sapunya dikirim ke MUI biar disembelih satu-satu dan dikasih logo Halal","2046149641407000867","","kumparan","in","","0","0","0","https://x.com/undefined/status/2046149641407000867","1587756598574784512",
"2047913693581820379","Sat Apr 25 05:40:47 +0000 2026","3","Kawasan bebas ikan sapu-sapu. https://t.co/OIMcqx7vep","2047913693581820379","https://pbs.twimg.com/media/HGumoa9akAAzLKA.jpg","","in","","0","1","0","https://x.com/undefined/status/2047913693581820379","478829168",
"1325614073329807361","Mon Nov 09 13:26:32 +0000 2020","0","@ismailfahmi Seperti mirip ikan pembersih kaca atau sapu sapu.","1325791887488266240","","ismailfahmi","in","","0","0","0","https://x.com/undefined/status/1325791887488266240","971173884916523008",
"2045932153717112943","Mon Apr 20 13:02:00 +0000 2026","2","@xzabiruw Tau ikan nila kan? Di Indonesia jadi top menu di Jepang dianggap hama. Jadi ga bisa dianggap di negara lain ikan sapu sapu baik2 aja lalu harus baik2 aja juga di semua negara.","2046212788255961194","","xzabiruw","in","","0","0","0","https://x.com/undefined/status/2046212788255961194","111846612",
"2046450874629898582","Tue Apr 21 08:18:07 +0000 2026","2","@catchmeupco Sungai disini tercemar. ikan sapu-sapunya ada logam berat masa dibikin pelet atau pupuk.","2046503737129398685","","catchmeupco","in","","0","0","0","https://x.com/undefined/status/2046503737129398685","2996087072",
"2046116474654544314","Mon Apr 20 06:39:17 +0000 2026","2","Semenjak ada isu ada beberapa oknum tukang siomay yang pake daging ikan sapu-sapu gw ga pernah lagi beli siomay gerobakan di pinggir jalan https://t.co/oz1ct12laa","2046116474654544314","https://pbs.twimg.com/media/HGVEFcVb0AA-npP.jpg","","in","","0","0","0","https://x.com/undefined/status/2046116474654544314","1631253008817463297",
"2047969264343318823","Sat Apr 25 09:21:36 +0000 2026","1","Haaaaa pengen jadi ikan aja (yang bukan sapu-sapu)","2047969264343318823","","","in","","0","0","0","https://x.com/undefined/status/2047969264343318823","1069778888790667265",
"230738536289161217","Wed Aug 01 18:55:28 +0000 2012","0","Baik ikan pembersih kaca RT @dmasnoviyanto: Jangan buang sampah ke laut sunga samudra karena ikan g punya sapu kasihan mereka #oceansmovie","230738536289161217","","","in","","0","0","0","https://x.com/undefined/status/230738536289161217","242238436",
"2047908770391716085","Sat Apr 25 05:21:13 +0000 2026","3","KDM: Ikan Sapu-sapu Dominasi Sungai Tanda Air Tercemar https://t.co/woTgCYGrv3","2047908770391716085","","","in","","0","0","0","https://x.com/undefined/status/2047908770391716085","17128975",
"2045932153717112943","Mon Apr 20 08:46:58 +0000 2026","13","@xzabiruw Kalau mau debat ikan sapu-sapu bisa di makan atau enggak. Balik dulu ke habitatnya ikan sapu-sapu ini di tangkap. Lu makan ikan sapu-sapu dari kali jakarta ya Mon maap saya lebih mending makan mie instan aja. Ngebayangin mereka hidup di air hitam berbusa aja udh geli","2046148607326429629","","xzabiruw","in","","0","0","0","https://x.com/undefined/status/2046148607326429629","1074599245435494400",
"2045794788721701117","Mon Apr 20 04:29:55 +0000 2026","1","@izoelsaka @mwv_mystic @catreonot Karena ikan sapu² asalnya emang dari Brazil disana tingkat pencemaran sungainya gak separah sungai di Jakarta (mungkin). Sapu² disini kandungan logam beratnya pada dagingnya tinggi jadi gak aman buat dikonsumsi","2046083920459145251","","izoelsaka","in","","0","1","0","https://x.com/undefined/status/2046083920459145251","1239920810640306176",
"2045527671514546315","Mon Apr 20 08:25:52 +0000 2026","32","@SarjanaEksu Yang bilang ikan sapu-sapu jadi sumber utamanya siapa? ","2046143299355062415","","SarjanaEksu","in","","0","0","0","https://x.com/undefined/status/2046143299355062415","1247682973",
"2046484386988925028","Tue Apr 21 07:01:14 +0000 2026","1","Ikan sapu² itu bisa jadi cuan kalo di jadikan pelet pakan ternak mas @pramonoanung tanpa harus dimusnakan.","2046484386988925028","","","in","","0","1","0","https://x.com/undefined/status/2046484386988925028","1021329195329179648",
"2045320408241439124","Sun Apr 19 01:40:45 +0000 2026","2","@Netizen_bawel @Goo9le_Fiv3 Ikan sapu-sapu di Indonesia banyak yang hidup di perairan tercemar yg bertindak sebagai bioakumulator yang menyerap dan menyimpan polutan berbahaya seperti logam berat (merkuri timbal kadmium arsen) dalam tubuhnya jadi gk boleh dikonsumsi beb","2045678960441479286","","Netizen_bawel","in","","0","0","0","https://x.com/undefined/status/2045678960441479286","847342352439980032",
"2046075441812054163","Mon Apr 20 03:56:17 +0000 2026","0","Menariknya ikan sapu-sapu punya daya tahan tubuh yang luar biasa ekstrim. Bisa hidup di air tercemar bisa bertahan tanpa air dalam waktu tertentu dan reproduksi super cepat. Menurut peneliti dari Universitas Airlangga ketika ikan ini keluar dari habitat aslinya ikan","2046075454331994156","","siapdarling","in","","0","1","0","https://x.com/undefined/status/2046075454331994156","1102847446722347008",
"2046450874629898582","Tue Apr 21 08:38:26 +0000 2026","15","@catchmeupco kalo pelet ternak ya hewan ternaknya malah terkontaminasi limbah jadi sama bahayanya tuh hewan ternak sama ikan sapu sapu. kalo jadi pupuk masih ragu sih.","2046508847893004631","","catchmeupco","in","","0","0","0","https://x.com/undefined/status/2046508847893004631","1476085220",
"2046255810884624795","Mon Apr 20 15:52:57 +0000 2026","1","Tekarok pelernya minta disepongin ikan sapu² keknya","2046255810884624795","","","in","","0","0","0","https://x.com/undefined/status/2046255810884624795","101753823",
"879463479412834304","Mon Jun 26 22:16:47 +0000 2017","0","jadi yang bener ikan sapu-sapu apa ikan sabu-sabu? (re: ikan pembersih kaca)","879463479412834304","","","in","","0","1","0","https://x.com/undefined/status/879463479412834304","320230104",
"2046163148856553661","Mon Apr 20 14:21:45 +0000 2026","5","@pennoooo Siapa yang dulu jual ikan ini jadi pembersih kaca ya hoax terbesar jaman dahulu","2046232858168332712","","pennoooo","in","","0","1","0","https://x.com/undefined/status/2046232858168332712","1049801977",
"2046163148856553661","Tue Apr 21 05:02:53 +0000 2026","2","@novichud @pennoooo Impossible. Gigi Ikan mas koki dirancang sebagai omnivora sedangkan kulit ikan sapu/sapu ajah keras dan berduri.","2046454605488541713","","novichud","in","","0","0","0","https://x.com/undefined/status/2046454605488541713","1262447851277152256",
"2046118004170366997","Mon Apr 20 06:45:21 +0000 2026","4","Apakah menurut MUI sebaiknya ikan sapu-sapu tersebut dijemur hingga mati terlebih dahulu baru dikubur atau disembelih satu-satu?","2046118004170366997","","","in","","0","1","1","https://x.com/undefined/status/2046118004170366997","131712155",
"2046405602545738230","Tue Apr 21 01:48:10 +0000 2026","88","Ikan sapu-sapu mengajarkan kita tentang adaptasi ekstrem. Di saat sungai mengering air membeku dan lumpur membatu mereka tidak mati mereka cuma sedang tidur menunggu hujan. Inilah definisi penyintas sejati. Dalam kehidupan mirip siapa ya? https://t.co/cKQF0x303i","2046405602545738230","https://pbs.twimg.com/ext_tw_video_thumb/2046405571671433216/pu/img/dXq0W1BDt9h0EKHt.jpg","","in","","1","9","28","https://x.com/undefined/status/2046405602545738230","1237012707481550848",
"2046412759903178889","Tue Apr 21 13:12:39 +0000 2026","7","Kebanyakan orang takut merkuri dari ikan sapu-sapu. Tapi riset IPB dari tiga titik Ciliwung : Bogor Depok Jakarta menemukan konsentrasi Hg di bawah 0 001 mg/kg. Hampir tidak terdeteksi. Kandungan Cd (kadmium) juga di bawah 0 005 ppm di bawah baku mutu BSN. (Sumber:","2046577856655073329","","rouppme","in","","0","1","1","https://x.com/undefined/status/2046577856655073329","902919964301996032",
"2046244864984322489","Tue Apr 21 09:23:20 +0000 2026","1","@Annas_Cim @TaliUdeng Gpp ntr jadi terkenal Frozen food ikan sapu dua ","2046520150162321545","","Annas_Cim","in","","0","1","0","https://x.com/undefined/status/2046520150162321545","202977787",
"2046492277753930118","Tue Apr 21 07:32:48 +0000 2026","1","Hasil penelitiannya kandungan logam Pb Cd As Hg diatas nilai ambang batas PerBPOM kesimpulannya ikan sapu-sapu tidak layak konsumsi https://t.co/cR3QBaLUjn","2046492331407466736","https://pbs.twimg.com/media/HGaZ7kfagAAUCl4.png","TeknofiliaID","in","","0","1","0","https://x.com/undefined/status/2046492331407466736","1428330789696016384",
"2046529725691290037","Tue Apr 21 10:01:23 +0000 2026","1","Bagus nyanyinya cuma lokasinya agak janggal yah untung di kali korea ga ada ikan sapu sapu","2046529725691290037","","","in","","0","0","0","https://x.com/undefined/status/2046529725691290037","969625016789737472",
"2045774883897135178","Mon Apr 20 03:30:45 +0000 2026","232","@ridwanhr sebenarnya ikan sapu sapu itu hanya simptom dari masalah yang lebih jahat. yaitu pencemaran logam berat. harusnya lu beruntung ikan sapu sapu itu nyerap logam berat nya asal lu cukup bijak untuk tidak makan siomai sapu2. yang gawat itu air nya dipakai buat apa hilang spon sapu2","2046069031313293699","","ridwanhr","in","","0","0","0","https://x.com/undefined/status/2046069031313293699","711777416",
"2045793078771122292","Sun Apr 19 09:14:13 +0000 2026","379","selain ikan sapu sapu ada juga ikan ngepel ngepel https://t.co/QLmjrNIIlO","2045793078771122292","https://pbs.twimg.com/media/HGQd9riakAAqtlS.jpg","","in","","2","42","36","https://x.com/undefined/status/2045793078771122292","582553661",
"2046529251915313390","Tue Apr 21 09:59:30 +0000 2026","3","Ikan sapu sapu drpd bikin hama mending bikin rumah aku bersih aja https://t.co/vPipWJjYtv","2046529251915313390","https://pbs.twimg.com/media/HGa7gSkbgAA_ePo.jpg","","in","","0","0","0","https://x.com/undefined/status/2046529251915313390","1320399320143724544",
"2046163091860357307","Mon Apr 20 09:44:31 +0000 2026","1","MUI ganti aja ke perikanan kalau ngurus halal ikan sapu-sapu. Ngaca noh korupsi dana haji Ama dana gereja cok. Kalian punya pikiran yang haram itu babi sementara kelakuan kalian banyak mudharat nya. Dan terimakasih buat ngecarry dosa rakyat Indonesia.","2046163091860357307","","","in","","0","1","0","https://x.com/undefined/status/2046163091860357307","1249715893510131712",
"2046435719162552689","Tue Apr 21 03:47:51 +0000 2026","1","Knp timeline gw jadi banyak banget ikan sapu sapu lewat sih","2046435719162552689","","","in","","0","2","0","https://x.com/undefined/status/2046435719162552689","1099755079291138049",
"2046207676695363965","Mon Apr 20 12:41:41 +0000 2026","2","Ikan sapu-sapu tu yang disapu apa kok banyak yg memburu. Menyapu kenangan masa lalu? Atau menyapu halaman rumahmu untuk menyambut aku sebagai pacarmu?","2046207676695363965","","","in","","0","0","0","https://x.com/undefined/status/2046207676695363965","1782585939006771200",
"2046086643472572607","Mon Apr 20 04:40:44 +0000 2026","1","Sebel banget liat bentukan ikan sapu-sapu jelek banget lu","2046086643472572607","","","in","","0","6","0","https://x.com/undefined/status/2046086643472572607","2007450628134785024",
"2045723759026573468","Sun Apr 19 04:38:46 +0000 2026","518","Kenapa ikan sapu-sapu di Brazil dikonsumsi? Di negara asalnya seperti Brasil (dan wilayah lembah Sungai Amazon pada umumnya) ikan sapu-sapu justru menjadi tangkapan yang lumrah untuk dikonsumsi Kenapa di sana bisa dimakan sementara di Indonesia malah jadi hama invasif yang https://t.co/MrlAp7t4on","2045723759026573468","https://pbs.twimg.com/amplify_video_thumb/2045723609327681536/img/r-8f6wcU7Tn9msRR.jpg","","in","","10","45","118","https://x.com/undefined/status/2045723759026573468","1156869918370873344",
"2046255401612857470","Mon Apr 20 15:51:19 +0000 2026","321","AKU RELA KERJA NON-STOP PAGI PULANG PAGI BANTING TULANG MENGGULINGKAN PEMERINTAH UNTUK KM SYG I MEAN DD CANTIK... KOK BISA SECANTIK INI??? PERCAYALAH CINTAKU PADAMU LEBIH MASIF DARIPADA SELURUH POPULASI IKAN SAPU-SAPU DI DUNIA INI! I LOVE YOU DD CANTIK https://t.co/Pzqx7cnYh1","2046255401612857470","https://pbs.twimg.com/media/HGXCcUVaIAANq9J.jpg","","in","","0","3","59","https://x.com/undefined/status/2046255401612857470","1225313114435928064",
"2046137639548702720","Mon Apr 20 08:03:23 +0000 2026","1","Susi Pudjiastuti Sarankan Pemanfaatan Ikan Sapu-sapu Jadi Pakan atau Pupuk https://t.co/YcEfIvmXbl lewat @energijuangnews","2046137639548702720","","","in","","0","0","0","https://x.com/undefined/status/2046137639548702720","1824024644804067328",
"2046443163762733272","Tue Apr 21 04:17:25 +0000 2026","1","Urusan Ikan sapu-sapu dibasmi dia nongol Ada korupsi quota haji ada santri dicabuli di pesantren - malah ngilang. Ini lembaga maunya apaa....? https://t.co/PljZGsPTvZ","2046443163762733272","https://pbs.twimg.com/media/HGZtNmpaMAAEURJ.jpg","","in","","0","1","0","https://x.com/undefined/status/2046443163762733272","1100609875",
"2045872137442099323","Sun Apr 19 14:28:22 +0000 2026","2","Tweet penutup hari ini dengan frasa lucu: 1. ikan sapu-sapu 2. tribun jember 3. 4 cover majalah 4. 30 kolaborasi brand semoga harimu senin terus","2045872137442099323","","","in","","0","0","0","https://x.com/undefined/status/2045872137442099323","1899442084001828865",
"2046509811001663840","Tue Apr 21 08:42:15 +0000 2026","2","Pemerintah sibuk tumpas hama ikan sapu sapu MUI main vonis halal - haram saja. @MUI_Pusat dibubarkan saja lebih banyak mudarat daripada manfaat https://t.co/WhZPJNPtI9","2046509811001663840","","","in","","0","2","0","https://x.com/undefined/status/2046509811001663840","1743939521673367552",
"2045932153717112943","Mon Apr 20 07:40:14 +0000 2026","51","@xzabiruw Ternyata ikan sapu sapu itu mahal ya 1 nya dihargai segini https://t.co/hGlhiJP4VP","2046131816156082247","","xzabiruw","in","","0","3","45","https://x.com/undefined/status/2046131816156082247","4645217546",
"2046163148856553661","Mon Apr 20 10:10:58 +0000 2026","1","@pennoooo Ikan sapu-sapu emang sebegitu bahayanya ya buat ekosistem gak bisa dibasmi pula itu harus diambil ya","2046169748602536073","","pennoooo","in","","0","1","0","https://x.com/undefined/status/2046169748602536073","30831865",
"2046157014741713031","Mon Apr 20 09:20:22 +0000 2026","1","MUI Sebut Ikan Sapu-sapu Dikubur Hidup-hidup Tak Sesuai Prinsip Islam Pramono Janji Bakal Ada Penyesuaian https://t.co/I4OjAr9qnA","2046157014741713031","","","in","","0","0","0","https://x.com/undefined/status/2046157014741713031","1769017497125339136",
"2046513852356153839","Tue Apr 21 09:06:24 +0000 2026","1","@Lalerrrrrmu ini bukan ikan sapu sapu kan","2046515885805056160","","Lalerrrrrmu","in","","0","1","0","https://x.com/undefined/status/2046515885805056160","1084119301907308544",
"2046491071308574743","Tue Apr 21 22:50:46 +0000 2026","10","@tamanunyil @pergijauhkealam Betul sekali. Bukan hanya ikan tapi biota air lainnya. Selain sapu-sapu ada nila dan kujair lalu ikan guppy/burayak ikan platis lele dumbo red devil louhan Aequidence pulcher dll. Munhkin juga Peacock bass. Yang non ikan ada keong mas lobster ini kura-kura pipi merah.","2046723345555886324","","tamanunyil","in","","1","3","1","https://x.com/undefined/status/2046723345555886324","2993672654",
"2046168997453050342","Mon Apr 20 10:07:59 +0000 2026","1","Pedagang Sebut Ada yang Pakai Ikan Sapu-sapu untuk Bahan Siomay ~RK Baca di sini: https://t.co/TcTWYimPEM","2046168997453050342","","","in","","0","0","1","https://x.com/undefined/status/2046168997453050342","23343960",
"2045774883897135178","Mon Apr 20 01:26:21 +0000 2026","5","@uwltragirl @ridwanhr padahal bau asam itu dari ikan yang busuk ga peduli ikan apa aja kalo ikannya ga segar pas diolah ya bakal ada bau amonia atau asam dan yang jadi mispersepsi selama ini ikan sapu emang ikan ga aman konsumsi karna dia kuat banget nyerap logam berat tp itu ga bikin bau asam","2046037722360668368","","uwltragirl","in","","0","1","1","https://x.com/undefined/status/2046037722360668368","1968361359688822786",
"2046412759903178889","Tue Apr 21 13:12:40 +0000 2026","6","Ikan yang sama spesies yang sama. Sungai yang berbeda menentukan layak tidaknya konsumsi. Masalah terbesar ikan sapu-sapu bukan di tubuhnya. Tapi di sungai yang kita biarkan kotor.","2046577862652891196","","rouppme","in","","0","1","1","https://x.com/undefined/status/2046577862652891196","902919964301996032",
"2046456236946993353","Tue Apr 21 05:09:22 +0000 2026","4"," Ikan sapu-sapu sepertinya sebagai suatu alarm ekologi yang mendukung suatu perairan mengalami pencemaran. Berhubung dia toleransi sangat tinggi ikan lokal mati duluan ikan sapu-sapu masih ada kata Triyanto. Baca selengkapnya: https://t.co/cv5FdpAT8L ~SN #ikanSapuSapu https://t.co/FT5ybB2Avn","2046456236946993353","https://pbs.twimg.com/media/HGZ5Flfa4AA_99s.jpg","","in","","1","0","0","https://x.com/undefined/status/2046456236946993353","23343960",
"2046551458196365332","Tue Apr 21 12:07:45 +0000 2026","11","@JakOnline Ndak cocok makan siomay ikan sapu-sapu yang dicampur saos 4000-an perbotol.","2046561526291767496","","JakOnline","in","","0","0","1","https://x.com/undefined/status/2046561526291767496","355569519",
"621700947044093952","Thu Jul 16 15:20:31 +0000 2015","0","Ikan sapu sapu yangsuka nempel gitu loh jal oalah di malang bilangnya ikan pembersih kaca han wkwk http://t.co/GGABxlOBvc","621700947044093952","","","in","","0","0","0","https://x.com/undefined/status/621700947044093952","339064269",
"2045676870583439698","Mon Apr 20 00:17:39 +0000 2026","0","@rouppme Di tempat ku namanya ikan pembersih kaca diletakan di bak kamar mandi","2046020436044169394","","rouppme","in","","0","0","0","https://x.com/undefined/status/2046020436044169394","111789167",
